order_id,order_date,store_id,region,product_id,category,quantity,unit_price,discount
O01133,2026-03-04,S05,Frankfurt,P05,Household,2,5.47,0.0
O01134,2026-03-10,S03,Munich,P04,Produce,10,0.78,0.0
O01135,2026-03-30,S01,Berlin,P02,Snacks,8,1.83,0.0
O01136,2026-01-23,S03,Munich,P01,Beverages,2,3.27,0.05
O01137,2026-03-05,S02,Hamburg,P07,Bakery,4,1.51,0.0
O01138,2026-02-07,S04,Cologne,P06,Frozen,9,4.56,0.0
O01139,2026-02-23,S04,Cologne,P06,Frozen,1,4.02,0.05
O01140,2026-03-08,S03,Munich,P04,Produce,10,0.77,0.0
O01141,2026-02-11,S04,Cologne,P05,Household,9,5.88,0.0
O01142,2026-02-08,S05,Frankfurt,P02,Snacks,5,1.87,0.1
O01143,2026-02-17,S03,Munich,P07,Bakery,1,1.39,0.05
O01144,2026-03-21,S02,Hamburg,P06,Frozen,9,4.02,0.0
O01145,2026-03-30,S02,Hamburg,P02,Snacks,4,1.85,0.0
O01146,2026-03-15,S02,Hamburg,P04,Produce,5,0.78,0.15
O01147,2026-01-05,S03,Munich,P03,Dairy,3,1.17,0.0
O01148,2026-01-21,S05,Frankfurt,P03,Dairy,2,1.3,0.0
O01149,2026-03-05,S02,Hamburg,P04,Produce,6,0.74,0.0
O01150,2026-03-11,S05,Frankfurt,P03,Dairy,5,1.19,0.15
O01151,2026-03-27,S02,Hamburg,P07,Bakery,10,1.57,0.0
O01152,2026-02-13,S01,Berlin,P06,Frozen,8,4.54,0.15
O01153,2026-01-15,S03,Munich,P01,Beverages,7,3.58,0.1
O01154,2026-01-12,S03,Munich,P01,Beverages,10,3.6,0.0
O01155,2026-01-29,S03,Munich,P02,Snacks,1,1.83,0.0
O01156,2026-03-28,S01,Berlin,P05,Household,7,5.16,0.0
O01157,2026-03-19,S05,Frankfurt,P01,Beverages,6,3.43,0.0
O01158,2026-02-24,S03,Munich,P04,Produce,6,0.72,0.0
O01159,2026-02-09,S04,Cologne,P07,Bakery,9,1.38,0.0
O01160,2026-02-26,S04,Cologne,P07,Bakery,8,1.44,0.0
O01161,2026-02-24,S04,Cologne,P02,Snacks,10,2.04,0.1
O01162,2026-03-02,S05,Frankfurt,P03,Dairy,2,1.3,0.0
O01163,2026-02-18,S01,Berlin,P01,Beverages,7,3.6,0.05
O01164,2026-03-13,S04,Cologne,P06,Frozen,10,4.41,0.05
O01165,2026-02-18,S03,Munich,P05,Household,8,5.0,0.0
O01166,2026-03-16,S03,Munich,P04,Produce,9,0.84,0.05
O01167,2026-01-20,S03,Munich,P03,Dairy,8,1.11,0.0
O01168,2026-02-06,S04,Cologne,P02,Snacks,8,2.16,0.0
O01169,2026-01-04,S01,Berlin,P07,Bakery,5,1.5,0.0
O01170,2026-03-18,S03,Munich,P05,Household,8,5.57,0.0
O01171,2026-03-22,S04,Cologne,P06,Frozen,2,4.09,0.0
O01172,2026-01-03,S03,Munich,P02,Snacks,10,1.82,0.0
O01173,2026-03-30,S02,Hamburg,P03,Dairy,3,1.09,0.0
O01174,2026-03-23,S03,Munich,P01,Beverages,5,3.35,0.0
O01175,2026-01-10,S05,Frankfurt,P02,Snacks,3,2.11,0.0
O01176,2026-01-22,S05,Frankfurt,P03,Dairy,6,1.28,0.0
O01177,2026-02-08,S03,Munich,P06,Frozen,6,3.86,0.0
O01178,2026-01-19,S01,Berlin,P02,Snacks,9,1.91,0.0
O01179,2026-02-22,S03,Munich,P02,Snacks,2,1.89,0.0
O01180,2026-01-25,S05,Frankfurt,P05,Household,9,5.88,0.0
O01181,2026-03-31,S01,Berlin,P04,Produce,8,0.87,0.05
O01182,2026-01-03,S04,Cologne,P03,Dairy,5,1.25,0.1
O01183,2026-03-18,S05,Frankfurt,P07,Bakery,6,1.4,0.0
O01184,2026-01-16,S02,Hamburg,P02,Snacks,3,2.08,0.0
O01185,2026-01-27,S02,Hamburg,P01,Beverages,7,3.63,0.0
O01186,2026-01-10,S01,Berlin,P07,Bakery,8,1.58,0.05
O01187,2026-01-05,S05,Frankfurt,P05,Household,1,5.47,0.0
O01188,2026-01-06,S01,Berlin,P03,Dairy,1,1.26,0.0
O01189,2026-03-19,S02,Hamburg,P05,Household,4,5.15,0.0
O01190,2026-01-12,S02,Hamburg,P07,Bakery,5,1.63,0.0
O01191,2026-01-21,S05,Frankfurt,P07,Bakery,10,1.42,0.0
O01192,2026-01-13,S05,Frankfurt,P07,Bakery,1,1.51,0.0
O01193,2026-02-06,S02,Hamburg,P07,Bakery,9,1.35,0.0
O01194,2026-01-28,S05,Frankfurt,P07,Bakery,8,1.46,0.0
O01195,2026-02-26,S01,Berlin,P02,Snacks,6,2.19,0.0
O01196,2026-03-07,S02,Hamburg,P04,Produce,2,0.84,0.0
O01197,2026-03-01,S01,Berlin,P05,Household,3,5.5,0.0
O01198,2026-02-06,S05,Frankfurt,P06,Frozen,1,3.85,0.0
O01199,2026-02-19,S03,Munich,P04,Produce,10,0.84,0.0
O01200,2026-02-26,S02,Hamburg,P05,Household,7,5.27,0.0
O01201,2026-01-25,S01,Berlin,P07,Bakery,8,1.63,0.0
O01202,2026-01-02,S04,Cologne,P06,Frozen,2,4.11,0.0
O01203,2026-03-28,S01,Berlin,P01,Beverages,3,3.43,0.0
O01204,2026-01-14,S02,Hamburg,P01,Beverages,6,3.83,0.0
O01205,2026-03-18,S04,Cologne,P01,Beverages,4,3.74,0.0
O01206,2026-02-05,S05,Frankfurt,P05,Household,5,5.78,0.0
O01207,2026-02-21,S03,Munich,P04,Produce,10,0.87,0.0
O01208,2026-03-07,S03,Munich,P02,Snacks,8,1.84,0.1
O01209,2026-01-30,S02,Hamburg,P01,Beverages,2,3.67,0.0
O01210,2026-03-05,S01,Berlin,P02,Snacks,7,2.04,0.0
O01211,2026-02-08,S05,Frankfurt,P05,Household,2,5.79,0.0
O01212,2026-03-08,S04,Cologne,P07,Bakery,8,1.41,0.0
O01213,2026-03-04,S05,Frankfurt,P03,Dairy,9,1.16,0.0
O01214,2026-03-11,S01,Berlin,P07,Bakery,1,1.65,0.0
O01215,2026-01-16,S04,Cologne,P04,Produce,6,0.86,0.0
O01216,2026-01-05,S01,Berlin,P02,Snacks,9,2.06,0.0
O01217,2026-01-22,S04,Cologne,P04,Produce,3,0.77,0.0
O01218,2026-01-15,S05,Frankfurt,P06,Frozen,8,4.33,0.0
O01219,2026-03-15,S04,Cologne,P04,Produce,9,0.86,0.0
O01220,2026-02-20,S03,Munich,P04,Produce,10,0.88,0.0
O01221,2026-02-15,S03,Munich,P03,Dairy,1,1.09,0.1
O01222,2026-02-14,S05,Frankfurt,P01,Beverages,6,3.42,0.0
O01223,2026-02-15,S04,Cologne,P03,Dairy,1,1.24,0.15
O01224,2026-02-09,S05,Frankfurt,P01,Beverages,2,3.76,0.05
O01225,2026-01-03,S05,Frankfurt,P03,Dairy,1,1.19,0.0
O01226,2026-03-14,S05,Frankfurt,P04,Produce,5,0.72,0.0
O01227,2026-01-03,S03,Munich,P04,Produce,10,0.78,0.0
O01228,2026-03-04,S01,Berlin,P06,Frozen,4,4.06,0.0
O01229,2026-03-27,S03,Munich,P02,Snacks,10,1.92,0.0
O01230,2026-01-26,S04,Cologne,P06,Frozen,2,4.49,0.0
O01231,2026-02-06,S03,Munich,P01,Beverages,5,3.85,0.0
O01232,2026-01-29,S05,Frankfurt,P06,Frozen,2,4.38,0.0
O01233,2026-03-17,S03,Munich,P03,Dairy,2,1.22,0.0
O01234,2026-02-24,S02,Hamburg,P03,Dairy,2,1.24,0.0
O01235,2026-02-08,S04,Cologne,P06,Frozen,9,4.04,0.0
O01236,2026-02-02,S05,Frankfurt,P05,Household,8,5.69,0.0
O01237,2026-01-03,S05,Frankfurt,P07,Bakery,3,1.52,0.15
O01238,2026-03-01,S03,Munich,P06,Frozen,9,4.46,0.0
O01239,2026-02-25,S05,Frankfurt,P06,Frozen,1,4.22,0.0
O01240,2026-01-19,S02,Hamburg,P02,Snacks,5,2.14,0.0
O01241,2026-01-09,S02,Hamburg,P07,Bakery,7,1.43,0.05
O01242,2026-02-02,S05,Frankfurt,P02,Snacks,7,1.9,0.05
O01243,2026-02-01,S03,Munich,P04,Produce,8,0.81,0.0
O01244,2026-03-24,S01,Berlin,P02,Snacks,3,1.91,0.1
O01245,2026-03-26,S05,Frankfurt,P02,Snacks,1,2.19,0.0
O01246,2026-01-03,S01,Berlin,P07,Bakery,2,1.44,0.05
O01247,2026-02-22,S03,Munich,P06,Frozen,2,4.11,0.0
O01248,2026-01-18,S02,Hamburg,P01,Beverages,10,3.66,0.0
O01249,2026-03-08,S05,Frankfurt,P07,Bakery,9,1.43,0.0
O01250,2026-01-31,S05,Frankfurt,P01,Beverages,6,3.38,0.0
O01251,2026-02-19,S02,Hamburg,P04,Produce,4,0.74,0.1
O01252,2026-02-26,S04,Cologne,P03,Dairy,10,1.09,0.0
O01253,2026-03-31,S01,Berlin,P03,Dairy,9,1.18,0.0
O01254,2026-02-05,S02,Hamburg,P03,Dairy,8,1.25,0.0
O01255,2026-01-03,S05,Frankfurt,P01,Beverages,1,3.63,0.0
O01256,2026-01-31,S03,Munich,P05,Household,7,5.29,0.0
O01257,2026-02-16,S01,Berlin,P05,Household,4,5.89,0.0
O01258,2026-02-20,S03,Munich,P03,Dairy,2,1.3,0.0
O01259,2026-02-08,S02,Hamburg,P07,Bakery,3,1.62,0.0
O01260,2026-03-24,S04,Cologne,P07,Bakery,1,1.43,0.1
O01261,2026-03-02,S04,Cologne,P07,Bakery,6,1.57,0.0
O01262,2026-01-13,S02,Hamburg,P06,Frozen,5,4.21,0.0
O01263,2026-03-19,S05,Frankfurt,P06,Frozen,6,4.16,0.05
O01264,2026-03-24,S02,Hamburg,P06,Frozen,8,4.44,0.1
O01265,2026-01-26,S03,Munich,P03,Dairy,10,1.1,0.15
O01266,2026-03-25,S02,Hamburg,P07,Bakery,10,1.56,0.0
O01267,2026-02-10,S04,Cologne,P04,Produce,3,0.76,0.0
O01268,2026-02-11,S03,Munich,P02,Snacks,2,1.97,0.1
O01269,2026-03-15,S02,Hamburg,P01,Beverages,1,3.8,0.0
O01270,2026-03-22,S02,Hamburg,P01,Beverages,8,3.29,0.0
O01271,2026-01-22,S01,Berlin,P04,Produce,10,0.79,0.05
O01272,2026-02-17,S02,Hamburg,P05,Household,2,4.97,0.0
O01273,2026-02-28,S04,Cologne,P01,Beverages,4,3.65,0.1
O01274,2026-02-06,S04,Cologne,P04,Produce,3,0.79,0.05
O01275,2026-02-06,S02,Hamburg,P04,Produce,3,0.79,0.1
O01276,2026-02-03,S02,Hamburg,P05,Household,8,5.95,0.0
O01277,2026-03-29,S04,Cologne,P01,Beverages,1,3.48,0.0
O01278,2026-03-30,S04,Cologne,P06,Frozen,4,4.38,0.0
O01279,2026-03-18,S03,Munich,P01,Beverages,2,3.54,0.05
O01280,2026-03-02,S03,Munich,P05,Household,10,5.73,0.0
O01281,2026-01-01,S03,Munich,P05,Household,10,5.37,0.0
O01282,2026-03-27,S03,Munich,P02,Snacks,9,1.82,0.05
O01283,2026-03-06,S04,Cologne,P03,Dairy,8,1.11,0.0
O01284,2026-03-09,S04,Cologne,P02,Snacks,5,1.85,0.05
O01285,2026-03-05,S03,Munich,P06,Frozen,6,4.56,0.1
O01286,2026-03-20,S03,Munich,P05,Household,6,5.43,0.15
O01287,2026-03-04,S02,Hamburg,P05,Household,8,5.01,0.05
O01288,2026-01-24,S01,Berlin,P04,Produce,5,0.75,0.0
O01289,2026-01-15,S04,Cologne,P01,Beverages,8,3.4,0.0
O01290,2026-03-04,S04,Cologne,P04,Produce,2,0.86,0.0
O01291,2026-01-16,S03,Munich,P01,Beverages,4,3.76,0.05
O01292,2026-03-07,S03,Munich,P05,Household,10,5.18,0.0
O01293,2026-01-01,S05,Frankfurt,P07,Bakery,10,1.4,0.0
O01294,2026-02-01,S04,Cologne,P06,Frozen,2,4.53,0.15
O01295,2026-03-29,S01,Berlin,P04,Produce,6,0.81,0.0
O01296,2026-02-11,S02,Hamburg,P01,Beverages,2,3.47,0.0
O01297,2026-03-03,S04,Cologne,P06,Frozen,5,4.28,0.05
O01298,2026-03-25,S05,Frankfurt,P04,Produce,6,0.87,0.0
O01299,2026-03-14,S02,Hamburg,P02,Snacks,1,2.12,0.05
O01300,2026-01-10,S05,Frankfurt,P05,Household,7,5.05,0.05
O01301,2026-02-21,S01,Berlin,P01,Beverages,4,3.26,0.0
O01302,2026-02-06,S02,Hamburg,P01,Beverages,5,3.49,0.0
O01303,2026-02-09,S05,Frankfurt,P02,Snacks,6,2.07,0.0
O01304,2026-03-07,S02,Hamburg,P04,Produce,8,0.86,0.0
O01305,2026-03-14,S05,Frankfurt,P04,Produce,2,0.84,0.0
O01306,2026-03-20,S02,Hamburg,P04,Produce,7,0.73,0.0
O01307,2026-03-01,S02,Hamburg,P06,Frozen,3,4.56,0.0
O01308,2026-03-24,S05,Frankfurt,P01,Beverages,5,3.48,0.1
O01309,2026-02-08,S02,Hamburg,P02,Snacks,5,2.14,0.0
O01310,2026-02-07,S05,Frankfurt,P01,Beverages,9,3.2,0.05
O01311,2026-03-07,S04,Cologne,P04,Produce,2,0.79,0.0
O01312,2026-02-02,S03,Munich,P03,Dairy,10,1.1,0.0
O01313,2026-01-15,S04,Cologne,P02,Snacks,3,2.14,0.1
O01314,2026-02-08,S03,Munich,P05,Household,8,5.78,0.0
O01315,2026-02-03,S03,Munich,P07,Bakery,3,1.41,0.15
O01316,2026-02-03,S01,Berlin,P04,Produce,9,0.72,0.0
O01317,2026-01-02,S02,Hamburg,P06,Frozen,8,4.17,0.0
O01318,2026-03-26,S05,Frankfurt,P06,Frozen,8,4.03,0.0
O01319,2026-03-20,S03,Munich,P06,Frozen,7,4.46,0.05
O01320,2026-01-02,S02,Hamburg,P01,Beverages,1,3.64,0.05
O01321,2026-01-27,S04,Cologne,P06,Frozen,3,4.33,0.0
O01322,2026-03-22,S05,Frankfurt,P02,Snacks,2,1.92,0.0
O01323,2026-03-02,S04,Cologne,P01,Beverages,2,3.27,0.15
O01324,2026-02-26,S04,Cologne,P04,Produce,1,0.86,0.0
O01325,2026-01-26,S03,Munich,P05,Household,7,5.01,0.15
O01326,2026-02-25,S04,Cologne,P07,Bakery,8,1.57,0.0
O01327,2026-03-12,S03,Munich,P01,Beverages,8,3.43,0.0
O01328,2026-03-20,S04,Cologne,P02,Snacks,1,2.01,0.0
O01329,2026-02-10,S05,Frankfurt,P01,Beverages,5,3.78,0.0
O01330,2026-03-02,S01,Berlin,P04,Produce,10,0.87,0.0
O01331,2026-03-31,S04,Cologne,P01,Beverages,3,3.35,0.1
O01332,2026-02-26,S02,Hamburg,P05,Household,4,5.6,0.0
O01333,2026-03-19,S04,Cologne,P02,Snacks,5,2.09,0.0
O01334,2026-02-23,S03,Munich,P07,Bakery,8,1.59,0.0
O01335,2026-03-21,S02,Hamburg,P03,Dairy,2,1.24,0.05
O01336,2026-01-21,S05,Frankfurt,P04,Produce,2,0.85,0.0
O01337,2026-03-05,S03,Munich,P02,Snacks,4,2.02,0.0
O01338,2026-02-15,S03,Munich,P03,Dairy,3,1.12,0.0
O01339,2026-03-06,S01,Berlin,P07,Bakery,2,1.45,0.05
O01340,2026-01-16,S05,Frankfurt,P02,Snacks,8,1.9,0.0
O01341,2026-02-15,S01,Berlin,P07,Bakery,9,1.43,0.15
O01342,2026-03-07,S05,Frankfurt,P06,Frozen,2,4.37,0.0
O01343,2026-02-26,S04,Cologne,P07,Bakery,2,1.64,0.0
O01344,2026-03-20,S01,Berlin,P07,Bakery,9,1.36,0.15
O01345,2026-01-16,S02,Hamburg,P03,Dairy,3,1.25,0.0
O01346,2026-03-06,S04,Cologne,P06,Frozen,2,3.91,0.0
O01347,2026-01-18,S01,Berlin,P07,Bakery,4,1.48,0.0
O01348,2026-01-01,S02,Hamburg,P07,Bakery,8,1.45,0.0
O01349,2026-01-11,S03,Munich,P03,Dairy,7,1.17,0.0
O01350,2026-01-20,S05,Frankfurt,P04,Produce,4,0.74,0.0
O01351,2026-02-22,S04,Cologne,P07,Bakery,9,1.59,0.0
O01352,2026-01-04,S04,Cologne,P02,Snacks,1,2.09,0.0
O01353,2026-01-09,S01,Berlin,P03,Dairy,6,1.18,0.0
O01354,2026-02-25,S01,Berlin,P04,Produce,1,0.83,0.0
O01355,2026-03-15,S01,Berlin,P06,Frozen,9,4.6,0.0
O01356,2026-03-29,S05,Frankfurt,P07,Bakery,5,1.57,0.0
O01357,2026-02-14,S01,Berlin,P07,Bakery,5,1.62,0.0
O01358,2026-01-19,S04,Cologne,P04,Produce,4,0.86,0.0
O01359,2026-03-21,S04,Cologne,P06,Frozen,6,4.53,0.0
O01360,2026-02-21,S02,Hamburg,P03,Dairy,2,1.09,0.0
O01361,2026-01-17,S05,Frankfurt,P05,Household,5,5.19,0.0
O01362,2026-02-09,S05,Frankfurt,P03,Dairy,3,1.09,0.0
O01363,2026-03-11,S05,Frankfurt,P03,Dairy,4,1.28,0.0
O01364,2026-02-24,S05,Frankfurt,P01,Beverages,1,3.74,0.15
O01365,2026-02-15,S01,Berlin,P01,Beverages,2,3.46,0.0
O01366,2026-01-01,S04,Cologne,P03,Dairy,4,1.27,0.0
O01367,2026-03-14,S05,Frankfurt,P07,Bakery,10,1.42,0.15
O01368,2026-03-15,S02,Hamburg,P06,Frozen,7,4.22,0.1
O01369,2026-03-08,S05,Frankfurt,P02,Snacks,6,1.98,0.1
O01370,2026-02-22,S01,Berlin,P01,Beverages,1,3.45,0.05
O01371,2026-02-27,S01,Berlin,P03,Dairy,9,1.18,0.0
O01372,2026-02-20,S03,Munich,P05,Household,8,5.65,0.0
O01373,2026-03-30,S04,Cologne,P06,Frozen,7,4.47,0.05
O01374,2026-03-04,S04,Cologne,P02,Snacks,9,2.15,0.05
O01375,2026-02-28,S04,Cologne,P01,Beverages,3,3.81,0.0
O01376,2026-01-16,S05,Frankfurt,P07,Bakery,7,1.38,0.0
O01377,2026-02-07,S01,Berlin,P05,Household,3,5.08,0.0
O01378,2026-02-17,S03,Munich,P03,Dairy,8,1.09,0.15
O01379,2026-02-23,S01,Berlin,P03,Dairy,5,1.13,0.0
O01380,2026-03-04,S01,Berlin,P01,Beverages,9,3.39,0.0
O01381,2026-02-23,S04,Cologne,P05,Household,5,5.57,0.0
O01382,2026-02-18,S04,Cologne,P07,Bakery,10,1.39,0.15
O01383,2026-02-28,S04,Cologne,P06,Frozen,8,3.91,0.0
O01384,2026-01-12,S05,Frankfurt,P06,Frozen,10,4.12,0.1
O01385,2026-02-13,S05,Frankfurt,P01,Beverages,8,3.67,0.0
O01386,2026-01-22,S01,Berlin,P05,Household,5,5.57,0.15
O01387,2026-01-11,S02,Hamburg,P05,Household,9,5.58,0.15
O01388,2026-03-08,S02,Hamburg,P07,Bakery,8,1.5,0.15
O01389,2026-03-10,S02,Hamburg,P01,Beverages,5,3.7,0.15
O01390,2026-03-16,S04,Cologne,P01,Beverages,9,3.57,0.0
O01391,2026-01-06,S04,Cologne,P07,Bakery,1,1.45,0.05
O01392,2026-03-09,S03,Munich,P04,Produce,5,0.73,0.0
O01393,2026-03-11,S02,Hamburg,P03,Dairy,3,1.12,0.0
O01394,2026-01-20,S03,Munich,P04,Produce,3,0.73,0.0
O01395,2026-01-24,S01,Berlin,P06,Frozen,1,4.03,0.05
O01396,2026-02-22,S03,Munich,P03,Dairy,7,1.31,0.0
O01397,2026-01-07,S02,Hamburg,P02,Snacks,10,2.03,0.0
O01398,2026-03-06,S04,Cologne,P01,Beverages,5,3.19,0.0
O01399,2026-02-22,S01,Berlin,P04,Produce,1,0.79,0.05
O01400,2026-02-04,S05,Frankfurt,P05,Household,2,5.22,0.0
O01401,2026-01-17,S03,Munich,P05,Household,7,5.44,0.0
O01402,2026-03-06,S02,Hamburg,P07,Bakery,3,1.46,0.0
O01403,2026-02-01,S05,Frankfurt,P04,Produce,9,0.79,0.1
O01404,2026-03-21,S03,Munich,P06,Frozen,3,3.78,0.0
O01405,2026-03-03,S03,Munich,P05,Household,5,5.87,0.0
O01406,2026-02-14,S02,Hamburg,P05,Household,9,5.26,0.15
O01407,2026-03-14,S01,Berlin,P03,Dairy,2,1.17,0.05
O01408,2026-03-13,S03,Munich,P04,Produce,4,0.82,0.0
O01409,2026-02-10,S03,Munich,P06,Frozen,5,4.6,0.0
O01410,2026-02-04,S02,Hamburg,P06,Frozen,6,4.07,0.0
O01411,2026-03-18,S03,Munich,P01,Beverages,3,3.6,0.1
O01412,2026-01-01,S01,Berlin,P06,Frozen,3,4.13,0.0
O01413,2026-03-04,S04,Cologne,P05,Household,2,5.82,0.0
O01414,2026-01-10,S05,Frankfurt,P01,Beverages,8,3.62,0.0
O01415,2026-02-18,S05,Frankfurt,P03,Dairy,7,1.12,0.0
O01416,2026-03-31,S01,Berlin,P01,Beverages,8,3.41,0.05
O01417,2026-01-29,S01,Berlin,P07,Bakery,5,1.55,0.0
O01418,2026-01-25,S01,Berlin,P07,Bakery,10,1.54,0.0
O01419,2026-01-29,S02,Hamburg,P04,Produce,6,0.73,0.0
O01420,2026-03-19,S02,Hamburg,P01,Beverages,4,3.84,0.0
O01421,2026-01-15,S03,Munich,P05,Household,9,5.49,0.0
O01422,2026-03-26,S05,Frankfurt,P06,Frozen,10,4.25,0.05
O01423,2026-01-09,S02,Hamburg,P03,Dairy,10,1.29,0.0
O01424,2026-02-05,S02,Hamburg,P07,Bakery,1,1.65,0.0
O01425,2026-03-10,S05,Frankfurt,P03,Dairy,9,1.29,0.1
O01426,2026-03-24,S01,Berlin,P07,Bakery,6,1.48,0.0
O01427,2026-02-05,S01,Berlin,P06,Frozen,9,4.17,0.0
O01428,2026-01-06,S02,Hamburg,P01,Beverages,5,3.79,0.0
O01429,2026-02-10,S01,Berlin,P04,Produce,4,0.77,0.0
O01430,2026-01-04,S02,Hamburg,P06,Frozen,7,4.58,0.0
O01431,2026-01-26,S02,Hamburg,P03,Dairy,5,1.1,0.0
O01432,2026-01-04,S04,Cologne,P04,Produce,1,0.81,0.0
O01433,2026-02-12,S03,Munich,P02,Snacks,2,1.99,0.0
O01434,2026-01-07,S03,Munich,P05,Household,4,5.99,0.0
O01435,2026-03-21,S04,Cologne,P07,Bakery,2,1.54,0.0
O01436,2026-01-11,S01,Berlin,P01,Beverages,7,3.37,0.0
O01437,2026-01-09,S02,Hamburg,P01,Beverages,8,3.19,0.0
O01438,2026-02-25,S01,Berlin,P01,Beverages,1,3.54,0.1
O01439,2026-02-21,S01,Berlin,P05,Household,7,5.21,0.0
O01440,2026-03-26,S05,Frankfurt,P01,Beverages,8,3.42,0.0
O01441,2026-03-21,S05,Frankfurt,P01,Beverages,6,3.61,0.0
O01442,2026-01-04,S04,Cologne,P05,Household,6,5.6,0.05
O01443,2026-03-18,S01,Berlin,P05,Household,4,5.94,0.15
O01444,2026-02-02,S03,Munich,P04,Produce,8,0.84,0.0
O01445,2026-02-01,S02,Hamburg,P07,Bakery,1,1.37,0.0
O01446,2026-02-25,S05,Frankfurt,P06,Frozen,6,4.04,0.0
O01447,2026-01-19,S02,Hamburg,P04,Produce,5,0.82,0.05
O01448,2026-03-08,S05,Frankfurt,P06,Frozen,3,3.83,0.0
O01449,2026-03-13,S01,Berlin,P04,Produce,6,0.75,0.05
O01450,2026-01-09,S03,Munich,P02,Snacks,8,2.08,0.0
O01451,2026-03-18,S03,Munich,P07,Bakery,10,1.52,0.0
O01452,2026-02-08,S04,Cologne,P03,Dairy,3,1.11,0.0
O01453,2026-01-06,S04,Cologne,P02,Snacks,1,2.06,0.0
O01454,2026-03-01,S05,Frankfurt,P02,Snacks,4,1.99,0.0
O01455,2026-02-12,S04,Cologne,P02,Snacks,7,1.87,0.0
O01456,2026-02-16,S01,Berlin,P01,Beverages,6,3.17,0.1
O01457,2026-02-26,S02,Hamburg,P06,Frozen,10,4.55,0.0
O01458,2026-01-04,S02,Hamburg,P02,Snacks,5,1.87,0.0
O01459,2026-01-23,S03,Munich,P07,Bakery,9,1.42,0.05
O01460,2026-02-03,S01,Berlin,P01,Beverages,3,3.42,0.0
O01461,2026-01-15,S03,Munich,P02,Snacks,5,1.98,0.0
O01462,2026-02-17,S02,Hamburg,P05,Household,10,5.92,0.0
O01463,2026-01-09,S01,Berlin,P02,Snacks,3,2.12,0.1
O01464,2026-03-30,S03,Munich,P03,Dairy,10,1.18,0.0
O01465,2026-01-06,S05,Frankfurt,P05,Household,4,5.89,0.05
O01466,2026-02-11,S02,Hamburg,P01,Beverages,5,3.76,0.0
O01467,2026-03-16,S04,Cologne,P02,Snacks,2,2.11,0.0
O01468,2026-03-20,S01,Berlin,P02,Snacks,9,1.96,0.0
O01469,2026-03-07,S03,Munich,P04,Produce,9,0.79,0.0
O01470,2026-02-17,S05,Frankfurt,P06,Frozen,8,4.38,0.0
O01471,2026-02-04,S05,Frankfurt,P04,Produce,10,0.82,0.05
O01472,2026-02-27,S02,Hamburg,P04,Produce,4,0.77,0.0
O01473,2026-03-15,S02,Hamburg,P07,Bakery,6,1.43,0.05
O01474,2026-02-07,S04,Cologne,P05,Household,6,5.2,0.15
O01475,2026-03-21,S03,Munich,P04,Produce,8,0.79,0.0
O01476,2026-03-05,S03,Munich,P03,Dairy,7,1.09,0.0
O01477,2026-02-03,S01,Berlin,P03,Dairy,2,1.15,0.0
O01478,2026-03-11,S01,Berlin,P07,Bakery,5,1.63,0.05
O01479,2026-02-16,S01,Berlin,P05,Household,4,5.32,0.0
O01480,2026-02-02,S03,Munich,P06,Frozen,5,3.94,0.0
O01481,2026-01-18,S05,Frankfurt,P03,Dairy,1,1.26,0.1
O01482,2026-02-21,S04,Cologne,P07,Bakery,10,1.58,0.15
O01483,2026-03-07,S02,Hamburg,P07,Bakery,7,1.42,0.0
O01484,2026-01-27,S04,Cologne,P02,Snacks,9,2.03,0.0
O01485,2026-03-01,S04,Cologne,P03,Dairy,2,1.16,0.15
O01486,2026-02-23,S02,Hamburg,P04,Produce,8,0.86,0.05
O01487,2026-03-15,S02,Hamburg,P03,Dairy,1,1.2,0.0
O01488,2026-02-15,S03,Munich,P02,Snacks,7,1.97,0.0
O01489,2026-03-30,S05,Frankfurt,P03,Dairy,6,1.22,0.0
O01490,2026-01-05,S02,Hamburg,P02,Snacks,6,2.03,0.0
O01491,2026-03-19,S05,Frankfurt,P07,Bakery,7,1.64,0.1
O01492,2026-01-09,S05,Frankfurt,P04,Produce,4,0.8,0.0
O01493,2026-02-27,S03,Munich,P01,Beverages,3,3.22,0.0
O01494,2026-01-05,S05,Frankfurt,P04,Produce,1,0.75,0.1
O01495,2026-02-06,S02,Hamburg,P02,Snacks,5,2.06,0.05
O01496,2026-02-17,S05,Frankfurt,P01,Beverages,3,3.38,0.0
O01497,2026-02-20,S02,Hamburg,P01,Beverages,3,3.53,0.0
O01498,2026-01-09,S04,Cologne,P07,Bakery,4,1.39,0.1
O01499,2026-03-27,S04,Cologne,P02,Snacks,10,2.03,0.0
O01500,2026-01-26,S05,Frankfurt,P06,Frozen,8,4.01,0.05
O01501,2026-02-27,S01,Berlin,P07,Bakery,7,1.53,0.1
O01502,2026-03-14,S04,Cologne,P04,Produce,8,0.81,0.0
O01503,2026-02-06,S04,Cologne,P03,Dairy,5,1.17,0.0
O01504,2026-01-23,S04,Cologne,P02,Snacks,3,2.16,0.0
O01505,2026-02-28,S04,Cologne,P06,Frozen,3,4.37,0.15
O01506,2026-01-06,S02,Hamburg,P07,Bakery,3,1.43,0.0
O01507,2026-02-07,S01,Berlin,P06,Frozen,4,4.54,0.0
O01508,2026-03-12,S01,Berlin,P03,Dairy,2,1.26,0.0
O01509,2026-02-11,S04,Cologne,P04,Produce,3,0.76,0.0
